"Abcg2"	"Bmi1"	"Cd34"	"Cd44"	"Ctnnb1"	"Epas1"	"Ezh2"	"Hif1a"	"Kdm5b"	"Klf4"	"Lgr5"	"Myc"	"Nanog"	"Nes"	"Notch1"	"Pou5f1"	"Prom1"	"Sox2"	"Twist1"	"Zfp42"	"Zscan4c"
"Sorcs1"	-0.14	0.05	0.47	-0.06	0.36	0.44	0.37	0.63	0.25	-0.58	0.61	0.54	-0.7	-0.11	-0.49	0.34	-0.1	-0.67	0.26	-0.75	-0.04
"Sorcs2"	-0.12	-0.08	0.12	-0.08	0.32	0.44	0.04	0.21	-0.02	-0.12	0.08	0.31	-0.32	-0.15	0.05	0.14	-0.28	-0.14	-0.02	-0.27	0.03
"Sord"	-0.38	0.42	0.16	0.24	-0.1	-0.36	-0.3	-0.31	-0.4	0.31	0	-0.42	0.27	0.31	0.32	-0.34	0.33	0.18	0.33	0.26	0.41
"Sorl1"	0.1	-0.27	-0.55	0.01	-0.35	-0.58	-0.65	-0.76	0.04	0.77	-0.48	-0.68	0.9	0.05	0.6	-0.21	0.1	0.73	-0.31	0.77	-0.02
"Sort1"	-0.02	0.14	0.49	-0.17	0.33	0.6	0.54	0.73	0.2	-0.63	0.44	0.64	-0.78	0	-0.51	0.16	-0.2	-0.74	0.32	-0.79	0.02
"Sos1"	0.1	-0.18	-0.29	-0.31	-0.14	0.16	0.11	0.33	0.34	-0.14	-0.08	0.09	-0.1	0	0.21	-0.06	-0.37	0	-0.31	-0.11	-0.28
"Sos2"	-0.06	0.33	0.04	0.17	-0.18	-0.02	-0.25	-0.23	-0.35	0.38	-0.13	-0.17	0.29	0.16	0.23	-0.63	-0.06	0.2	0.4	0.22	0.46
"Sowahb"	-0.24	0.23	0.1	0.49	0.07	-0.2	-0.46	-0.34	-0.26	0.61	0.04	-0.38	0.34	0.39	0.41	-0.28	0.06	0.29	0.27	0.25	0.24
"Sox1"	0.15	0.27	0.33	-0.17	0.15	0.65	0.37	0.61	-0.02	-0.46	0.26	0.7	-0.61	-0.08	-0.29	-0.01	-0.29	-0.51	0.33	-0.47	0.16
"Sox10"	0.17	0.27	0.51	-0.01	0.08	0.46	0.11	0.3	0.09	-0.25	0.51	0.47	-0.4	0.11	-0.37	-0.12	-0.07	-0.34	0.65	-0.41	0.48
"Sox11"	-0.09	0.15	0.55	0.03	0.42	0.56	0.57	0.8	0.16	-0.74	0.54	0.68	-0.89	-0.13	-0.61	0.33	-0.18	-0.75	0.3	-0.85	0
"Sox12"	0.05	-0.08	0.32	-0.23	0.33	0.48	0.45	0.69	0.37	-0.74	0.39	0.66	-0.75	-0.21	-0.58	0.45	-0.14	-0.71	0.11	-0.75	-0.12
"Sox13"	0.13	0.02	-0.03	-0.23	0.03	0.26	0.02	0.02	0.03	-0.14	-0.04	0.18	-0.1	0.23	0.21	0.09	0.08	0.12	-0.04	0.05	-0.05
"Sox15"	0.16	-0.45	-0.38	0.06	-0.08	-0.25	-0.51	-0.54	0.16	0.51	-0.21	-0.32	0.52	-0.27	0.47	0.09	0.01	0.63	-0.37	0.54	-0.18
"Sox17"	-0.13	0.47	0.68	0.2	0.08	0.31	-0.13	0.07	-0.24	-0.03	0.32	0.36	-0.21	0.1	-0.16	-0.22	0.12	-0.21	0.68	-0.17	0.63
"Sox18"	0	0.27	0.52	-0.06	0.11	0.5	0.12	0.39	0.04	-0.24	0.34	0.56	-0.43	0.03	-0.32	-0.13	-0.16	-0.45	0.59	-0.45	0.47
"Sox2"	0.29	-0.21	-0.55	0	-0.37	-0.49	-0.44	-0.67	0	0.67	-0.49	-0.65	0.79	0.04	0.46	-0.2	0.12	0	-0.33	0.79	-0.12
"Sox21"	-0.15	0.27	-0.03	0.44	0.1	-0.21	-0.47	-0.5	-0.14	0.63	-0.12	-0.36	0.4	0.12	0.48	-0.24	-0.08	0.53	0.11	0.4	0.18
"Sox3"	-0.19	0.19	0.59	-0.07	0.45	0.51	0.45	0.72	0.2	-0.69	0.48	0.65	-0.82	-0.05	-0.58	0.31	-0.13	-0.84	0.35	-0.83	0.1
"Sox30"	0.45	0.23	0.15	-0.06	-0.14	0.26	0.38	0.29	0.07	-0.19	0.16	0.26	-0.24	-0.1	-0.25	-0.15	-0.19	-0.07	0.28	-0.21	0.04
"Sox4"	-0.04	0.14	0.42	-0.06	0.3	0.55	0.68	0.8	0.1	-0.75	0.35	0.61	-0.87	-0.07	-0.56	0.15	-0.21	-0.74	0.24	-0.83	-0.02
"Sox6"	-0.19	0.41	0.34	0.42	0.06	-0.15	-0.35	-0.25	-0.28	0.31	0.33	-0.17	0.15	0.14	0.05	-0.26	0.21	0.07	0.55	0.06	0.31
"Sox7"	-0.1	0.5	0.55	0.11	-0.03	0.14	-0.1	0.06	-0.24	-0.03	0.21	0.17	-0.13	0.18	-0.1	-0.27	0.19	-0.14	0.6	-0.1	0.63
"Sox8"	-0.22	0.52	0.73	0.1	0.15	0.38	0.05	0.3	-0.15	-0.23	0.58	0.43	-0.44	0.14	-0.29	-0.2	0.02	-0.47	0.81	-0.45	0.58
"Sox9"	-0.22	0.47	0.7	0.16	0.3	0.37	0.04	0.28	-0.06	-0.25	0.49	0.39	-0.45	0.15	-0.29	-0.09	0.04	-0.46	0.63	-0.45	0.48
"Sp1"	-0.01	0.14	0.42	-0.12	0.37	0.81	0.31	0.7	0.3	-0.5	0.46	0.74	-0.72	-0.19	-0.26	0.11	-0.47	-0.48	0.23	-0.59	0.13
"Sp2"	0.06	-0.22	-0.52	-0.1	-0.24	-0.36	-0.61	-0.53	0.07	0.72	-0.42	-0.47	0.73	0.08	0.71	-0.2	-0.1	0.64	-0.34	0.68	-0.14
"Sp3"	0.33	-0.17	-0.36	-0.21	-0.27	0.01	-0.1	0.05	0.31	0.2	-0.21	-0.12	0.28	-0.11	0.19	-0.16	-0.2	0.46	-0.3	0.32	-0.21
"Sp4"	0.41	-0.01	-0.07	-0.19	-0.07	0.18	0.17	0.28	0.43	-0.24	0.18	0.17	-0.13	-0.08	-0.2	-0.02	-0.17	-0.08	-0.07	-0.18	-0.12
"Sp5"	-0.08	-0.05	-0.23	0.47	0.04	-0.59	-0.47	-0.68	-0.36	0.57	-0.31	-0.56	0.59	-0.02	0.32	-0.08	0.35	0.52	-0.18	0.48	-0.05
"Sp6"	-0.52	0.46	0.64	0.56	0.44	0.27	0.1	0.36	-0.29	-0.14	0.38	0.23	-0.5	0.13	-0.07	-0.14	-0.12	-0.43	0.52	-0.52	0.36
"Sp7"	-0.15	0.4	0.4	0.13	-0.02	-0.04	-0.16	-0.03	-0.11	0.05	0.09	-0.01	0.02	0.19	-0.04	-0.24	0.25	-0.05	0.51	0	0.49
"Sp8"	0.13	-0.11	-0.18	0.28	-0.08	-0.39	-0.43	-0.45	-0.19	0.23	-0.19	-0.29	0.43	-0.14	0.18	0.07	0.31	0.35	-0.16	0.41	-0.06
"Sp9"	-0.24	0.15	0.02	0.36	0.06	-0.36	-0.53	-0.55	-0.07	0.66	-0.02	-0.41	0.49	0.16	0.22	-0.21	-0.02	0.33	0.22	0.32	0.18
"Spa17"	0.14	0.09	0.28	-0.03	0.05	0.28	0.24	0.23	0.09	-0.29	0.28	0.28	-0.31	-0.08	-0.43	0.01	-0.03	-0.18	0.21	-0.33	0.06
"Spaca6"	0.19	0.01	0.13	-0.02	-0.11	0.23	-0.34	-0.16	0.1	0.18	0.26	0.19	0.09	-0.11	-0.02	-0.24	-0.07	0.06	0.27	0.02	0.22
"Spaca9"	0.17	-0.03	-0.02	-0.02	0.03	0.09	0.05	0.01	0.07	0.03	0.04	0.07	-0.02	-0.12	-0.13	-0.09	-0.12	-0.08	0.02	-0.13	-0.04
"Spag1"	-0.14	0.18	0.41	-0.01	0.28	0.3	0.47	0.49	0.05	-0.51	0.3	0.33	-0.6	0.01	-0.44	-0.02	0	-0.51	0.29	-0.65	0.13
"Spag16"	-0.02	0.42	0.53	0.04	-0.03	0.26	0.26	0.37	-0.04	-0.36	0.35	0.26	-0.4	0.19	-0.4	-0.2	0.2	-0.35	0.65	-0.41	0.39
"Spag4"	0.01	0.05	-0.09	0.23	-0.32	-0.29	-0.35	-0.46	-0.12	0.44	-0.02	-0.36	0.4	0.11	0.19	-0.37	0.09	0.34	0.16	0.29	0.2
"Spag5"	0.26	-0.46	-0.59	-0.14	-0.27	-0.35	-0.37	-0.64	0.18	0.45	-0.4	-0.39	0.59	-0.11	0.35	-0.15	0	0.55	-0.48	0.52	-0.23
"Spag6l"	-0.07	0.13	0.24	-0.04	0.26	0.39	0.25	0.4	0.2	-0.31	0.22	0.3	-0.47	-0.06	-0.2	0.19	-0.27	-0.29	0.05	-0.35	0.05
"Spag7"	-0.02	-0.1	0.03	-0.29	0.15	0.29	0.59	0.59	0.16	-0.63	0.04	0.36	-0.53	-0.12	-0.35	0.34	-0.14	-0.38	-0.22	-0.34	-0.31
"Spag9"	-0.09	-0.1	-0.26	0.47	-0.1	-0.56	-0.51	-0.69	-0.23	0.53	-0.32	-0.57	0.6	0.01	0.31	-0.26	0.25	0.49	-0.15	0.49	0.01
"Sparc"	-0.05	-0.04	-0.39	0.13	-0.33	-0.61	-0.48	-0.69	-0.03	0.71	-0.36	-0.72	0.8	0.22	0.54	-0.26	0.16	0.59	-0.21	0.71	0.06
"Sparcl1"	-0.12	0.03	-0.23	0.08	-0.25	-0.4	-0.11	-0.31	-0.19	0.22	-0.24	-0.42	0.38	0.14	0.24	-0.1	0.31	0.24	-0.17	0.4	-0.03
"Spast"	0.15	-0.12	-0.02	-0.27	-0.01	0.06	0.49	0.43	0.17	-0.52	0.06	0.11	-0.34	-0.07	-0.37	0.12	0.15	-0.15	-0.1	-0.31	-0.25
"Spata1"	0.12	-0.02	-0.23	0.17	-0.26	-0.18	-0.18	-0.4	-0.16	0.28	-0.21	-0.23	0.3	-0.15	0.17	-0.33	-0.07	0.36	-0.16	0.24	-0.1
"Spata13"	-0.16	0.1	0.45	-0.04	0.46	0.48	0.53	0.71	0.2	-0.73	0.4	0.56	-0.86	-0.04	-0.46	0.35	-0.11	-0.7	0.16	-0.79	-0.04
"Spata2"	-0.25	-0.15	0.18	0.11	0.44	0.16	-0.29	0.02	0.07	0.05	0.21	0.24	-0.15	-0.15	0.17	0.44	-0.03	-0.16	-0.01	-0.09	0.01
"Spata22"	-0.24	0.44	0.62	0.18	0.22	0.39	0.06	0.31	0.06	-0.17	0.51	0.42	-0.4	0.03	-0.32	-0.05	-0.16	-0.4	0.61	-0.41	0.44
"Spata24"	0.07	-0.15	0.03	-0.03	0.06	-0.02	0.44	0.26	0.23	-0.37	0.13	0.04	-0.28	-0.17	-0.5	0.27	-0.03	-0.2	-0.13	-0.36	-0.18
"Spata2l"	-0.26	0.08	-0.19	0.2	-0.23	-0.46	-0.47	-0.45	-0.29	0.64	-0.18	-0.5	0.6	0.12	0.62	-0.19	0.11	0.41	0.01	0.63	0.09
"Spata31d1a"	0.1	-0.13	0.3	-0.15	0.22	0.74	-0.02	0.29	0.23	-0.23	0.36	0.68	-0.45	-0.17	-0.28	0.11	-0.41	-0.33	0.23	-0.39	0.13
"Spata31d1b"	0.14	-0.11	0.25	-0.01	0.24	0.57	-0.11	0.19	0.13	0.02	0.25	0.52	-0.25	-0.02	-0.09	0.18	-0.34	-0.16	0.17	-0.11	0.14
"Spata31d1d"	0.04	0.02	0.36	-0.08	0.25	0.54	0.35	0.59	0.26	-0.54	0.42	0.64	-0.66	-0.15	-0.46	0.21	-0.22	-0.59	0.26	-0.62	0.17
"Spata33"	0.14	0.03	-0.02	-0.01	-0.18	-0.07	0.27	0.06	-0.12	-0.03	0.03	-0.01	-0.01	-0.02	-0.16	-0.1	-0.01	-0.07	0.03	-0.09	-0.02
"Spata45"	-0.16	0.22	0.43	-0.12	0.33	0.49	0.65	0.77	0.15	-0.71	0.36	0.56	-0.84	-0.04	-0.54	0.26	-0.28	-0.72	0.19	-0.77	-0.04
"Spata5"	-0.02	0.19	0.35	-0.16	0.19	0.35	0.72	0.68	0.11	-0.69	0.27	0.46	-0.67	-0.08	-0.48	0.36	-0.08	-0.52	0.08	-0.51	-0.1
"Spata6"	0.06	-0.15	-0.44	0.22	-0.35	-0.46	-0.42	-0.61	-0.17	0.61	-0.39	-0.54	0.68	-0.02	0.4	-0.31	0.08	0.5	-0.25	0.58	0.02
"Spata7"	0.12	-0.14	-0.49	0.17	-0.34	-0.66	-0.33	-0.56	-0.19	0.46	-0.38	-0.65	0.68	0.02	0.38	-0.12	0.36	0.55	-0.38	0.61	-0.26
"Spats1"	0.08	-0.01	-0.45	-0.05	-0.47	-0.31	-0.14	-0.3	-0.02	0.42	-0.35	-0.43	0.48	0.17	0.49	-0.39	-0.18	0.42	-0.25	0.47	-0.1
"Spats2"	0.07	-0.18	0.13	-0.29	0.1	0.34	0.57	0.59	0.31	-0.62	0.26	0.42	-0.58	-0.04	-0.53	0.24	-0.14	-0.57	0.01	-0.68	-0.23
"Spats2l"	-0.1	-0.03	-0.31	0.05	-0.13	-0.46	-0.57	-0.52	0.04	0.79	-0.27	-0.54	0.71	0.17	0.52	-0.18	0.02	0.53	-0.06	0.55	0.02
"Spc24"	0.14	-0.33	-0.61	-0.21	-0.36	-0.58	-0.07	-0.4	0.07	0.25	-0.47	-0.59	0.56	-0.03	0.22	0.12	0.25	0.58	-0.58	0.55	-0.41
"Spc25"	0.34	0.24	0.15	-0.12	-0.28	0.21	0.57	0.35	-0.07	-0.28	0.03	0.15	-0.19	0.06	-0.46	-0.27	0.01	-0.05	0.26	-0.16	0.13
"Spcs1"	-0.04	0.02	-0.08	0.28	-0.05	-0.23	0.15	-0.1	-0.37	0.16	-0.21	-0.24	0.17	-0.13	-0.06	-0.12	0.15	0.22	-0.11	0.12	-0.09
"Spcs2"	-0.05	0.21	0.12	-0.07	0.01	0.01	0.45	0.19	-0.19	-0.33	0.01	0.03	-0.23	0.1	-0.33	-0.11	0.29	-0.24	0.09	-0.26	-0.04
"Spcs3"	0.1	0.26	-0.18	-0.13	-0.49	-0.24	0.37	0.19	-0.17	-0.13	-0.22	-0.24	0.14	0.24	0.1	-0.24	0.16	0.03	-0.04	0.27	0.03
"Spdl1"	-0.1	0.03	-0.05	-0.11	-0.14	-0.1	0.08	-0.12	-0.06	-0.03	-0.08	-0.12	0.07	0.01	-0.07	-0.2	0.17	0.06	-0.01	0.12	0.03
"Spdya"	0.05	0.26	0.24	-0.02	-0.01	0.28	0.03	0.08	-0.05	0	0.12	0.23	-0.12	0.06	-0.13	-0.21	-0.12	-0.1	0.35	-0.09	0.33
"Specc1"	-0.04	0.28	0.54	-0.05	0.18	0.67	0.31	0.43	-0.01	-0.38	0.44	0.61	-0.61	0.08	-0.39	-0.2	-0.23	-0.55	0.59	-0.61	0.43
"Specc1l"	-0.27	0.22	-0.1	0.34	0.02	-0.36	-0.45	-0.52	-0.34	0.48	-0.2	-0.44	0.43	0.17	0.49	-0.25	0.14	0.37	-0.02	0.45	0.14
"Spef1"	-0.01	-0.04	-0.22	0.07	-0.1	-0.25	-0.46	-0.57	-0.21	0.61	-0.19	-0.31	0.54	0.05	0.37	-0.18	0.04	0.45	0.01	0.47	0.01
"Spef2"	-0.11	-0.08	0.05	0.09	0.13	0.18	0.11	0.11	0.14	-0.13	0.18	0.17	-0.26	-0.25	-0.13	0.12	-0.24	-0.19	-0.11	-0.29	-0.17
"Speg"	-0.08	0.19	0.5	-0.03	0.25	0.46	0.29	0.45	0.16	-0.43	0.49	0.48	-0.62	0.13	-0.47	-0.02	-0.16	-0.63	0.48	-0.73	0.29
"Spen"	-0.08	0.12	0.18	0.07	0.27	0.47	-0.27	-0.09	-0.04	0.17	0.16	0.35	-0.12	0.16	0.26	-0.03	-0.3	0.01	0.14	-0.01	0.12
"Spesp1"	-0.3	0.62	0.62	0.44	0.05	0.07	-0.21	-0.05	-0.32	0.07	0.3	0.03	-0.08	0.24	0	-0.36	0.13	-0.13	0.68	-0.08	0.91
"Spg11"	0.04	-0.15	-0.44	0.03	-0.28	-0.28	-0.46	-0.6	-0.05	0.58	-0.34	-0.37	0.56	0	0.53	-0.29	-0.13	0.44	-0.27	0.48	-0.06
"Spg20"	0.01	0.31	-0.07	0.33	-0.29	-0.48	-0.24	-0.5	-0.3	0.53	-0.21	-0.55	0.57	0.31	0.26	-0.51	0.31	0.37	0.27	0.41	0.35
"Spg21"	0.01	-0.19	-0.48	0.08	-0.3	-0.63	-0.46	-0.65	-0.2	0.71	-0.48	-0.67	0.84	0.08	0.52	-0.15	0.27	0.63	-0.24	0.74	-0.05
"Spg7"	0.11	0.1	-0.16	-0.12	-0.3	-0.12	0.34	0.08	-0.14	-0.18	-0.21	-0.08	0.04	0.14	0.05	-0.08	0.09	-0.13	-0.05	0.18	0.03
"Sphk1"	-0.08	0.43	0.36	0.06	-0.11	0.18	-0.02	0.04	-0.19	0.03	0.18	0.12	-0.08	0.24	-0.05	-0.39	-0.05	-0.14	0.58	-0.04	0.63
"Sphk2"	-0.14	-0.3	-0.1	0.07	0.27	-0.12	-0.28	-0.13	0.21	0.14	0	0.02	0.11	-0.22	0.19	0.57	-0.09	0.02	-0.31	0.15	-0.23
"Sphkap"	-0.21	0.28	0.65	0.17	0.28	0.44	0.1	0.37	0.06	-0.38	0.47	0.53	-0.54	-0.09	-0.35	0.18	0.03	-0.48	0.45	-0.48	0.31
"Spi1"	-0.15	-0.08	-0.01	-0.02	0.04	0.1	-0.12	0.04	0.11	0.14	-0.02	0.08	0.06	0.1	0.01	-0.04	-0.3	-0.11	0.09	-0.03	0.19
"Spib"	0.03	-0.07	0.19	-0.12	0.26	0.53	0.13	0.35	0.2	-0.21	0.26	0.35	-0.39	0.29	-0.03	0.12	-0.27	-0.24	0.05	-0.38	-0.01
"Spic"	-0.11	-0.1	-0.47	0	-0.37	-0.63	-0.49	-0.6	0.05	0.58	-0.36	-0.69	0.81	0.27	0.61	-0.19	0.23	0.62	-0.26	0.76	-0.05
"Spice1"	0.07	-0.2	-0.51	0.11	-0.33	-0.57	-0.29	-0.46	-0.05	0.34	-0.42	-0.62	0.58	0.05	0.45	-0.18	0.23	0.51	-0.4	0.61	-0.14
"Spidr"	0.28	-0.27	-0.32	-0.21	-0.09	0.1	0.24	0.07	0.1	-0.14	-0.07	-0.02	-0.08	-0.17	0	0.12	-0.1	0.11	-0.45	-0.05	-0.4
"Spin1"	-0.04	0.04	0.27	0.14	0.33	0.23	-0.07	0.17	-0.03	-0.19	0.14	0.25	-0.25	-0.21	-0.09	0.26	0.21	0.01	0.1	-0.09	0.16
"Spin2c"	-0.27	0.36	0.67	0.29	0.44	0.21	0.25	0.41	-0.07	-0.37	0.39	0.37	-0.55	-0.09	-0.47	0.15	0.05	-0.6	0.46	-0.62	0.12
"Spin4"	0.4	-0.15	-0.26	-0.03	-0.36	-0.03	-0.17	-0.19	0.09	0.34	-0.13	-0.15	0.34	-0.03	0.07	-0.32	-0.16	0.39	-0.02	0.21	0.03
"Spink10"	-0.06	0.02	0.55	-0.1	0.42	0.72	0.34	0.58	0.28	-0.54	0.61	0.79	-0.74	-0.19	-0.52	0.37	-0.24	-0.62	0.28	-0.66	0.04
"Spint1"	-0.12	-0.15	-0.11	0.29	0.03	-0.15	-0.41	-0.29	-0.22	0.56	-0.14	-0.28	0.31	-0.05	0.46	-0.07	-0.05	0.24	-0.08	0.27	0.1
"Spint2"	-0.11	0.04	0.3	0.06	-0.09	0.11	0.43	0.42	0.11	-0.41	0.23	0.15	-0.36	-0.07	-0.28	0.25	0.14	-0.35	0.09	-0.26	0.09
"Spint5"	-0.21	0.23	0.01	0.29	0.02	-0.12	-0.18	-0.27	-0.07	0.14	-0.05	-0.2	0.1	0.1	0.19	-0.29	-0.01	0.13	0.06	0.1	0.21
"Spire1"	0.17	0.18	0.26	-0.28	0.07	0.41	0.37	0.42	0.2	-0.53	0.27	0.36	-0.5	0.27	-0.41	0.06	0.02	-0.33	0.25	-0.45	0.02
"Spire2"	0.31	-0.33	-0.59	-0.28	-0.48	-0.29	-0.32	-0.54	0.04	0.33	-0.49	-0.42	0.61	0.1	0.51	-0.17	0.15	0.62	-0.41	0.7	-0.14
"Spn"	-0.06	-0.05	0.32	-0.12	0.32	0.43	0.41	0.5	0.34	-0.56	0.28	0.46	-0.62	0	-0.4	0.25	-0.19	-0.42	0.16	-0.5	0.11
"Spns1"	-0.23	-0.35	-0.23	0.04	0.3	-0.26	-0.49	-0.29	0.02	0.34	-0.14	-0.15	0.23	-0.2	0.34	0.38	-0.06	0.06	-0.35	0.19	-0.26
"Spns2"	0.02	0.15	0.52	-0.09	0.37	0.77	0.34	0.57	0.21	-0.53	0.46	0.75	-0.74	0.01	-0.42	0.1	-0.39	-0.59	0.36	-0.66	0.27
"Spns3"	-0.14	-0.06	-0.13	0.03	-0.14	-0.08	-0.43	-0.44	0.03	0.59	-0.09	-0.24	0.45	0.22	0.3	-0.23	-0.21	0.26	0.04	0.33	0.22
"Spock1"	-0.2	0.42	0.53	0.22	0.05	0.1	-0.21	-0.09	-0.2	0.13	0.29	0.06	-0.05	0.15	-0.09	-0.35	0.08	-0.12	0.63	-0.14	0.68
"Spock2"	-0.01	-0.02	0.47	-0.16	0.35	0.76	0.47	0.66	0.29	-0.6	0.52	0.73	-0.81	-0.12	-0.53	0.21	-0.37	-0.64	0.29	-0.78	0.08
"Spon1"	-0.2	0.31	0.59	-0.04	0.34	0.4	0.49	0.67	0.08	-0.6	0.41	0.54	-0.74	-0.02	-0.48	0.18	-0.07	-0.75	0.39	-0.77	0.13
"Spon2"	-0.25	0.22	0.14	0.45	0.08	-0.18	-0.37	-0.3	-0.34	0.46	-0.05	-0.25	0.25	0.07	0.42	-0.22	-0.09	0.23	0.17	0.27	0.24
"Spop"	-0.08	-0.05	0.38	-0.09	0.47	0.53	0.56	0.61	0.19	-0.7	0.35	0.6	-0.82	-0.12	-0.6	0.33	-0.12	-0.62	0.06	-0.76	-0.13
"Spopl"	-0.06	0.2	0.15	0.09	-0.05	0.3	0.05	0.04	-0.33	-0.07	0.13	0.24	-0.23	-0.15	-0.11	-0.32	-0.16	-0.06	0.15	-0.16	0.03
"Spout1"	-0.08	-0.3	0	-0.2	0.28	0.08	0.42	0.34	0.25	-0.42	0.17	0.21	-0.42	-0.29	-0.36	0.54	-0.05	-0.37	-0.29	-0.44	-0.39
"Spp1"	0.23	-0.27	-0.6	-0.09	-0.44	-0.6	-0.47	-0.65	0.1	0.67	-0.46	-0.68	0.85	-0.01	0.42	-0.16	0.14	0.76	-0.41	0.7	-0.16
"Sppl2a"	0.03	0.15	-0.41	0.15	-0.49	-0.49	-0.21	-0.34	-0.17	0.48	-0.42	-0.6	0.63	0.11	0.53	-0.43	0.02	0.51	-0.19	0.65	-0.01
"Sppl2b"	-0.23	-0.02	0.05	0.22	0.29	-0.2	-0.37	-0.37	-0.1	0.3	0.04	-0.15	0.15	0.04	0.25	0.11	0.12	0.06	0.01	0.06	-0.03
"Sppl3"	-0.16	-0.05	-0.29	0.26	-0.08	-0.58	-0.74	-0.71	-0.18	0.77	-0.34	-0.61	0.75	0.15	0.65	-0.15	0.24	0.58	-0.11	0.64	0.02
"Spr"	0.03	-0.2	-0.39	0.17	-0.13	-0.64	-0.37	-0.75	-0.25	0.56	-0.43	-0.63	0.71	0.11	0.44	0.04	0.33	0.56	-0.28	0.68	-0.07
"Spred1"	0.18	0.07	0.37	-0.02	0.28	0.7	0.38	0.5	-0.06	-0.51	0.31	0.72	-0.67	-0.2	-0.39	0.17	-0.22	-0.35	0.12	-0.51	-0.08
"Spred2"	0.19	-0.09	0.23	-0.22	0.18	0.74	0.04	0.32	0.26	-0.3	0.22	0.74	-0.45	-0.1	-0.11	0.04	-0.33	-0.27	0.19	-0.31	0.05
"Spred3"	-0.11	0.15	0.5	-0.11	0.39	0.57	0.57	0.8	0.24	-0.7	0.51	0.68	-0.86	-0.07	-0.57	0.32	-0.22	-0.81	0.26	-0.86	-0.02
"Sprn"	-0.02	0.19	0.5	-0.07	0.29	0.48	0.4	0.67	0.17	-0.57	0.5	0.58	-0.71	0.02	-0.48	0.13	-0.11	-0.68	0.39	-0.74	0.13
"Sprtn"	-0.21	0.34	0.07	0.01	-0.19	-0.1	0.01	0.05	-0.31	-0.03	-0.07	-0.03	0.05	0.18	0.31	-0.08	0.07	-0.08	0.12	0.31	0.18
"Spry1"	0.09	-0.07	0.44	-0.13	0.34	0.61	0.5	0.65	0.17	-0.61	0.39	0.67	-0.76	-0.15	-0.52	0.32	-0.16	-0.57	0.24	-0.72	0.07
"Spry2"	0.05	0.22	0.6	0	0.37	0.78	0.49	0.7	0.03	-0.59	0.48	0.83	-0.85	-0.04	-0.45	0.2	-0.29	-0.61	0.42	-0.71	0.18
"Spry4"	0.1	0.21	0.53	-0.17	0.3	0.87	0.55	0.73	0.07	-0.62	0.42	0.87	-0.84	-0.05	-0.43	0.11	-0.35	-0.63	0.37	-0.68	0.17
"Spryd3"	-0.15	-0.18	-0.16	0.11	-0.01	-0.35	-0.34	-0.51	-0.14	0.34	-0.19	-0.31	0.39	0.05	0.34	0.17	0.18	0.28	-0.19	0.4	-0.01
"Spryd4"	0.02	-0.2	-0.53	0.07	-0.12	-0.54	-0.4	-0.56	-0.05	0.61	-0.43	-0.63	0.71	0.2	0.6	0.01	0.07	0.59	-0.41	0.71	-0.17
"Spryd7"	-0.02	0.22	0.39	-0.18	0.09	0.45	0.72	0.79	0.09	-0.74	0.31	0.53	-0.75	0.03	-0.57	0.03	-0.13	-0.75	0.27	-0.75	0.04
"Spsb1"	-0.08	-0.1	-0.33	0.01	-0.32	-0.47	-0.54	-0.6	-0.12	0.62	-0.29	-0.56	0.77	0.17	0.4	-0.33	0.11	0.43	-0.03	0.59	0.13
"Spsb2"	0.05	-0.07	0.29	0.04	0.4	0.45	0.4	0.42	0.22	-0.35	0.36	0.49	-0.55	-0.21	-0.4	0.32	-0.37	-0.52	0.09	-0.55	-0.09
"Spsb3"	-0.12	-0.36	-0.03	-0.02	0.37	0.02	0.01	0.01	0.13	-0.18	0.04	0.18	-0.2	-0.18	-0.06	0.6	0.02	-0.22	-0.29	-0.16	-0.28
"Spsb4"	0.02	0.22	0.56	-0.13	0.31	0.69	0.35	0.64	0.13	-0.59	0.52	0.74	-0.76	0.06	-0.48	0.13	-0.16	-0.71	0.46	-0.72	0.17
"Spta1"	0.09	0.21	0.44	-0.03	0.35	0.65	0.48	0.72	0.18	-0.62	0.43	0.74	-0.77	-0.14	-0.41	0.33	-0.34	-0.61	0.21	-0.59	0
"Sptan1"	0.01	-0.12	-0.49	0.15	-0.31	-0.63	-0.51	-0.68	-0.14	0.59	-0.48	-0.66	0.77	0.09	0.69	-0.11	0.22	0.63	-0.38	0.81	-0.13
"Sptb"	-0.01	0	0.44	-0.17	0.32	0.77	0.53	0.71	0.16	-0.66	0.51	0.77	-0.85	-0.1	-0.49	0.19	-0.31	-0.68	0.28	-0.79	0.1
"Sptbn1"	-0.03	-0.11	-0.39	0.05	-0.12	-0.38	-0.5	-0.52	0.05	0.46	-0.43	-0.45	0.58	0.16	0.69	-0.09	0.12	0.47	-0.31	0.67	0.02
"Sptbn2"	-0.29	0.54	0.66	0.07	0.1	0.31	0.14	0.32	-0.08	-0.31	0.51	0.33	-0.44	0.2	-0.25	-0.19	0.09	-0.46	0.79	-0.45	0.5
"Sptbn4"	-0.1	0.02	0.3	-0.11	0.34	0.76	0.41	0.57	0.12	-0.51	0.34	0.72	-0.75	-0.08	-0.27	0.19	-0.52	-0.58	0.09	-0.6	-0.04
